Produto,CAS,Descrição,DataSheet
Ethyl 2-hydroxyethyl sulfide,110-77-0,Ethylthioethanol;Ethyl 2-hydroxyethyl sulphide;2-(Ethylthio)ethanol;2-ethylsulfanylethanol;2-Hydroxyethyl ethyl sulfide,https://chemicals.logicwebsites.com/data-sheets/1007.pdf
2-Ethoxyethylamine,110-76-9,"Ethanamine, 2-ethoxy-;1-amino-2-ethoxyethane;2-ethoxyethanamine;2-ethoxyethanaminium",https://chemicals.logicwebsites.com/data-sheets/1006.pdf
propyl formate,110-74-7,"Propyl formate;4-02-00-00026 (Beilstein Handbook Reference);AI3-24243;BRN 1739272;FEMA No. 2943;Formiate de propyle;Formiate de propyle [French];Formic acid, propyl ester;Propyl methanoate;Propylester kyseliny mravenci;Propylester kyseliny mravenci [Czech];n-Propyl formate;Propyl formates;Propyl formates [UN1281] [Flammable liquid];UN1281",https://chemicals.logicwebsites.com/data-sheets/1005.pdf
2-(Ethylamino)ethanol,110-73-6,N-ethylethanolamine;(2-Hydroxyethyl)ethylamine;2-(ethylamino)-ethano;2-Ethylamino-1-ethanol;2-N-Monoethylaminoethanol;Ethyl-2-hydroxyethylamine;Ethylaminoethanol;N-ethyl-2-hydroxyethanaminium;1-(ethylamino)ethanol,https://chemicals.logicwebsites.com/data-sheets/1004.pdf
N-Ethylethylenediamine,110-72-5,"2-Ethylaminoethylamine;2-aminoethyl(ethyl)amine;2-Ethylamino Ehtylamine;N-ethylethane-1,2-diamine;N-ethylethane-1,2-diaminium;1,2-Ethanediamine, N1-ethyl-",https://chemicals.logicwebsites.com/data-sheets/1003.pdf
"1,2-Dimethoxyethane",110-71-4,"1,2-ethanediol, dimethyl ether;2,5-Dioxahexane;alpha,beta-dimethoxyethane;ansul ether 121;Dimethyl Cellosolve;EGDME;ethylene dimethyl ether;Ethylene glycol dimethyl ether;GDME;Glycol dimethyl ether;Glyme;monoethylene glycol dimethyl ether;Monoglyme;MONOETHYLENGLYCOL;1,2-dimethoxy-ethan;1,2-Ethanediol dimethyl ether;1,2-ethanediol,dimethylether;Ansol E-121;ansulether121;CH3OCH2CH2OCH3;dimethylcellosolvesolvent;Dimethylcollosolve;1,2-dimethoxethane;ethane-1,2-diol-methoxymethane (1:1);1,1-dimethoxyethane;Ethylene glycol dimethy ether;Ethyleneglycol dimethyl ether;MONGLYME",https://chemicals.logicwebsites.com/data-sheets/1002.pdf
sym-Dimethylethylenediamine,110-70-3,"1,2-Bis(methylamino)ethane;N,N'-Dimethyl-1,2-ethanediamine;N,N'-Dimethylethylenediamine;N,N'-dimethylethane-1,2-diamine;ethylhydrazine;N,N'-dimethylethane-1,2-diaminium",https://chemicals.logicwebsites.com/data-sheets/1001.pdf
N-Methylbutylamine,110-68-9,N-Butylmethylamine;N-methylbutan-1-amine;N-methylbutan-1-aminium,https://chemicals.logicwebsites.com/data-sheets/999.pdf
3-Methoxypropionitrile,110-67-8,3-methoxypropionitrle;3-methoxypropanenitrile,https://chemicals.logicwebsites.com/data-sheets/998.pdf
1-Pentanethiol,110-66-7,,https://chemicals.logicwebsites.com/data-sheets/997.pdf
"2-Butyne-1,4-diol",110-65-6,"1,4-Dihydroxy-2-butyne;1,4-Butynediol;but-2-yne-1,4-diol;butynediol;1,4-butyne diol;BOZ;butyne-1.4-diol;1,4-butinodiol;1,4-Dimethoxyacetylene;2-Butin-1,4-diol;2-butin-1,4-diol(czechoslovakia);2-Butine-1,4-diol;2-Butynediol;agrisynthb3d;Bis(hydroxymethyl)acetylene;butynediol-1,4(french);Dihydroxydimethylacetylene;1,4-BUTENEDIOL;1,2-DIHYDROXYDIMETHYLACETYLENE;but-1-yne-1,4-diol;but-2-yne-1,1-diol",https://chemicals.logicwebsites.com/data-sheets/996.pdf
"2-Butene-1,4-diol",110-64-5,"but-2-ene-1,4-diol;1,4-Dihydroxy-2-butene;(2E)-but-2-ene-1,4-diol;(2Z)-but-2-ene-1,4-diol;(Z)-but-2-ene-1,4-diol; (E)-but-2-ene-1,4-diol",https://chemicals.logicwebsites.com/data-sheets/995.pdf
"1,4-Butanediol",110-63-4,"1,4-Butylene glycol;Tetramethylene glycol;butane-1,4-diol;butane-1,1-diol;BDO",https://chemicals.logicwebsites.com/data-sheets/994.pdf
Valeraldehyde,110-62-3,Pentanal;n-Valeraldehyde;Valeric aldehyde;Valeral;Natural Valeraldehyde,https://chemicals.logicwebsites.com/data-sheets/993.pdf
Succinonitrile,110-61-2,"Butanedinitrile;1,2-Dicyanoethane;Ethane-1,2-dicarbonitrile;Succinodinitrile;Succinonitrile,99%;ethylene dicyanide;methylpropanedinitrile;1,4-Butanedinitrile",https://chemicals.logicwebsites.com/data-sheets/992.pdf
"1,4-Diaminobutane",110-60-1,"1,4-Butanediamine;putrescine free base;tetramethylenediamine;butane-1,4-diamine",https://chemicals.logicwebsites.com/data-sheets/991.pdf
Valeronitrile,110-59-8,Pentanenitrile;n-Butyl cyanide,https://chemicals.logicwebsites.com/data-sheets/990.pdf
n-Amylamine,110-58-7,n-Pentylamine;1-Aminopentane;pentan-1-amine;pentan-1-amine hydrochloride (1:1);pentan-1-amine sulfate (2:1);pentan-1-aminium;NPA,https://chemicals.logicwebsites.com/data-sheets/989.pdf
"trans-1,4-Dichloro-2-butene",110-57-6,"Dichloro(trans-1,4-)-2-Butene;(E)-1,4-Dichloro-2-butene;trans-1,4--2-Butylene;(2E)-1,4-dichlorobut-2-ene;(2E)-2,3-dichlorobut-2-ene",https://chemicals.logicwebsites.com/data-sheets/988.pdf
"1,4-Dichlorobutane",110-56-5,"1,4-Dichlorobutane,(Tetramethylene dichloride);Tetramethylene dichloride;1,4-dichloro butane;1,1-dichlorobutane",https://chemicals.logicwebsites.com/data-sheets/987.pdf
Hexane,110-54-3;92112-69-1,hexane B&J brand 4 L;Hexane Specially Purified - SPECIFIED;Hexane mixture of isomers;n-Hexane,https://chemicals.logicwebsites.com/data-sheets/986.pdf
1-Bromopentane,110-53-2,n-Amyl bromide;n-Pentyl bromide;Setil alcohol;n-Amylbromide,https://chemicals.logicwebsites.com/data-sheets/985.pdf
"1,4-Dibromobutane",110-52-1,"Dibromobutane;tetramethylene bromide;Tetramethylene dibromide;1,4-dibromo butane;1,4-dibromobutene",https://chemicals.logicwebsites.com/data-sheets/984.pdf
Borane-pyridine complex,110-51-0,pyridine-borane;Borane pyridine complex;Pyridine borane;trihydrido(pyridine)boron;borane-pyridine (1:1);Pyridineborane;Borane Pyridine;Trihydro(pyridine)boron,https://chemicals.logicwebsites.com/data-sheets/983.pdf
2-Methoxyethyl acetate,110-49-6,Methyl Cellosolve?acetate;1-Acetoxy-2-methoxyethane;Ethylene glycol monomethyl ether acetate;Methyl Cellosolve(rg acetate;2-sulfanylethyl acetate,https://chemicals.logicwebsites.com/data-sheets/982.pdf
3-isopropoxypropiononitrile,110-47-4,"3-Isopropoxypropiononitrile;AI3-17772;Propanenitrile, 3-(1-methylethoxy)-;3-(propan-2-yloxy)propanenitrile",https://chemicals.logicwebsites.com/data-sheets/981.pdf
Isopentyl nitrite,110-46-3,"amyl nitrite, mixed isomers;Amyl nitrite;Isopentyl itrite;3-Methylbutyl nitrite;Nitrous acid 3-methylbutyl ester;(2E)-2-(hydroxyimino)-1-phenylpropan-1-one;Iso-Amyl nitrite;Isoamyl nitrite",https://chemicals.logicwebsites.com/data-sheets/980.pdf
Isoamyl formate,110-45-2,"1-Butanol, 3-methyl-, formate;Isopentyl Formate;Natural Isoamyl Formate;3-methylbutyl formate",https://chemicals.logicwebsites.com/data-sheets/979.pdf
"2,4-Hexadienoic acid",110-44-1,"1,3-pentadiene-1-carboxylic acid;(2-butenylidene)acetic acid;2-Propenylacrylic acid;alpha-trans-gamma-trans-sorbic acid;crotylidene acetic acid;(E,E)-2,4-hexadienoic acid;hexa-2,4-dienoic acid;hexadienoic acid;Hexadienoic acid, (E,E);panosorb;Preservastat;Sorbic acid;Sorbistat;trans,trans-2,4-hexadienoic acid;trans,trans-sorbic acid;(2E,4E)-hexa-2,4-dienoic acid;hexa-2,4-dienoate",https://chemicals.logicwebsites.com/data-sheets/978.pdf
2-Heptanone,110-43-0,Methyl amyl ketone;n-Amyl methyl ketone;Methyl n-pentyl ketone;1-Methylhexanal;2-Heptanal;2-Heptanon;2-Ketoheptane;2-Oxoheptane;Amyl-methyl-cetone;amyl-methyl-cetone(french);heptan-2-one;MAK,https://chemicals.logicwebsites.com/data-sheets/977.pdf
Methyl caprate,110-42-9,Methyl decanoate;Capric acid methyl ester~Decanoic acid methyl ester~Methyl decanoate;METHYLE N-CAPRINATE,https://chemicals.logicwebsites.com/data-sheets/976.pdf
2-Methylundecanal,110-41-8,,https://chemicals.logicwebsites.com/data-sheets/975.pdf
Diethyl Sebacate,110-40-7,DES;diethyl decanedioate,https://chemicals.logicwebsites.com/data-sheets/974.pdf
octyl butyrate,110-39-4,n-Octyl butyrate;octyl butanoate,https://chemicals.logicwebsites.com/data-sheets/973.pdf
ethyl caprate,110-38-3,Ethyl decanoate;Decanoic Acid Ethyl Ester;Capric acid ethyl ester;Ethyl decylate,https://chemicals.logicwebsites.com/data-sheets/972.pdf
butyl myristate,110-36-1,n-Butyl myristate~Myristic acid n-butyl ester~Teradecanoic acid n-butyl ester;Myristicacidnbutylester;Myristic acid n-butyl ester;butyl tetradecanoate,https://chemicals.logicwebsites.com/data-sheets/971.pdf
"N,N'-ethylenebisoleamide",110-31-6,"Ethylene Bis Oleamide;N,N'-ethane-1,2-diylbisoctadec-9-enamide;(9Z,9'Z)-N,N'-ethane-1,2-diylbisoctadec-9-enamide;EBO",https://chemicals.logicwebsites.com/data-sheets/969.pdf
Ethylene Bis Stearamide,110-30-5,"N,N-ethylenedi(stearamide);1,2-distearamidoethane;N,N-Ethylenebisoctadecanamide;EBS;N,N'-ethylene bis-stearamide;N,N'-ethane-1,2-diyldioctadecanamide;2,5-dihexadecylhexanediamide",https://chemicals.logicwebsites.com/data-sheets/968.pdf
Isopropyl myristate,110-27-0,Estergel;Tetradecanoic acid 1-methylethyl ester;propan-2-yl tetradecanoate;IPM,https://chemicals.logicwebsites.com/data-sheets/966.pdf
"N,N'-Methylenebisacrylamide",110-26-9,"N,N'-Methylene bisacrylamide;N,N'-Methylene-bis-(acrylamide);N,N-Methylenebisacrylamide",https://chemicals.logicwebsites.com/data-sheets/965.pdf
Acetonesemicarbazone,110-20-3,Acetone semicarbazone;2-(propan-2-ylidene)hydrazinecarboxamide,https://chemicals.logicwebsites.com/data-sheets/964.pdf
Isobutyl Acetate,110-19-0,iso-Butyl acetate;2-Methylpropyl acetate;Acetic acid iso-butyl ester;2-Methyl-1-propyl acetate,https://chemicals.logicwebsites.com/data-sheets/963.pdf
"N,N,N',N'-Tetramethylethylenediamine",110-18-9,"TMEDA;temed electrophoresis;N,N,N',N'-Tetramethyl-1,2-ethanediamine;1,2-Bis-(dimethylamino)ethane;1,2-Ethanediamine, N,N,N',N'-tetramethyl-;AI3-26631;CCRIS 4870;Dimethyl(2-(dimethylamino)ethyl)amine;EINECS 203-744-6;Ethylenediamine, N,N,N',N'-tetramethyl-;HSDB 5396;N,N,N',N'-Tetramethyl-1,2-diaminoethane;N,N,N',N'-Tetramethylethanediamine;Propamine D;Temed;Tetrameen;Tetramethyl ethylene diamine;Tetramethyldiaminoethane;Tetramethylethylenediamine;1,2-Ethanediamine, N1,N1,N2,N2-tetramethyl-;1,2-Bis(dimethylamino)ethane;1,2-Di-(dimethylamino)ethane;1,2-Di-(dimethylamino)ethane [UN2372] [Flammable liquid];UN2372;N,N,N',N'-tetramethylethane-1,2-diamine;N,N,N',N'-tetramethylethane-1,2-diaminium;Tetramethylethylene diamine;1,2-Bis-(dimethylamino)-ethane",https://chemicals.logicwebsites.com/data-sheets/962.pdf
Fumaric acid,110-17-8,trans-2-Butenedioic acid;L-Fumaric Acid,https://chemicals.logicwebsites.com/data-sheets/961.pdf
Maleic acid,110-16-7,cis-2-Butenedioic acid;(2Z)-but-2-enedioic acid;methylidenepropanedioic acid;(2E)-but-2-enedioic acid;Cis-Butenedioic acid,https://chemicals.logicwebsites.com/data-sheets/960.pdf
Succinic Acid,110-15-6,"Butane diacid;Butanedioic acid;1,2-ethanedicarboxylic acid;amber acid;asuccin;bernsteinsaure;bernsteinsaure (german);dihydrofumaric acid;ethylene dicarboxylic acid;ethylenesuccinic acid;katasuccin;kyselina jantarova;wormwood acid;Ethane-1,2-dicarboxylic acid;Butandisαure(Hochtemperaturform,α-Form);Succinic acid,ACS;butanedioate",https://chemicals.logicwebsites.com/data-sheets/959.pdf
Succinamide,110-14-5,Butanediamide;Succinic diamide;Butanedioic acid diamide,https://chemicals.logicwebsites.com/data-sheets/958.pdf
"2,5-Hexanedione",110-13-4,"Hexan-2,5-Dion;hexane-2,5-dione;Acetonylacetone",https://chemicals.logicwebsites.com/data-sheets/957.pdf
5-Methyl-2-hexanone,110-12-3,Methyl isoamyl ketone;Isoamylmethylketone;Isopentyl methyl ketone~Methyl isoamyl ketone~MIAK;Isoamyl methyl ketone;5-methylhexan-2-one;(1R)-2-bromo-1-phenylethanol;MIAK,https://chemicals.logicwebsites.com/data-sheets/956.pdf
tert-Butyl disulfide,110-06-5,T-butyl disulfide;di-tert-butyl disulphide;Di-tert-butyl disulfide;2-(tert-butyldisulfanyl)-2-methylpropane,https://chemicals.logicwebsites.com/data-sheets/955.pdf
Di-tert-butyl peroxide,110-05-4,tert-Butyl peroxide;Dibutylperoxide;DTBP;Trigonox?B;2-(tert-butylperoxy)-2-methylpropane,https://chemicals.logicwebsites.com/data-sheets/954.pdf
"1,2-Ethanedisulfonic acid",110-04-3,"Allergosil;UNII-DL69Y31QQV;1,2-Ethanedisulphonic acid;ethane-1,2-disulfonic acid;ethane-1,1-disulfonic acid;ethane-1,2-disulfonate",https://chemicals.logicwebsites.com/data-sheets/953.pdf
"2,5-Dimethyl-2,5-hexanediol",110-03-2,"2,5-Dimethyl-2,5-Hexandiol;2,5-dimethylhexane-2,5-diol",https://chemicals.logicwebsites.com/data-sheets/952.pdf
Thiophene,110-02-1,"Thiophene-2,5-d2;sulfur metalloCene branched clutter;furan Cyclopentadiene thia;",https://chemicals.logicwebsites.com/data-sheets/951.pdf
Tetrahydrothiophene,110-01-0,thiacyclopentane;thiophan;Tetramethylene sulphide~Thiolane,https://chemicals.logicwebsites.com/data-sheets/950.pdf
Furan,110-00-9,Furan Resin (F03);Furan resin F03,https://chemicals.logicwebsites.com/data-sheets/949.pdf
Tetrahydrofuran,109-99-9,"THF;oxolane;Butane, alpha,delta-oxide;Cyclotetramethylene oxide;Diethylene oxide;Furan, tetrahydro-;Furanidine;1,2,3,4-tetrahydro-9H-fluoren-9-one",https://chemicals.logicwebsites.com/data-sheets/948.pdf
pyrazoline,36118-45-3;109-98-8,"2-Pyrazoline;4,5-dihydro-1H-pyrazole",https://chemicals.logicwebsites.com/data-sheets/947.pdf
pyrrole,109-97-7,"1H-Pyrrole;1-Aza-2,4-cyclopentadiene;AI3-18817;Azole;CCRIS 2933;Divinyleneimine;Divinylenimine;FEMA No. 3386;HSDB 119;Imidole;Monopyrrole;NSC 62777;Pyrrol;UNII-86S1ZD6L2C",https://chemicals.logicwebsites.com/data-sheets/946.pdf
3-Pyrroline,109-96-6;760178-50-5,"2,5-Dihydropyrrole;2,5-Dihydro-1H-pyrrole;1H-Pyrrole, 2,5-dihydro-;2,5-dihydropyrrol",https://chemicals.logicwebsites.com/data-sheets/945.pdf
Ethyl formate,109-94-4,ethyl methanoate;Formic ether;,https://chemicals.logicwebsites.com/data-sheets/943.pdf
Ethyl Vinyl Ether,109-92-2,"ethoxyethene;Ethyl vinyl ether, stabilized with 0.1% potassium hydroxide;Vinyl Ethyl Ether;ethenyl ethyl ether",https://chemicals.logicwebsites.com/data-sheets/941.pdf
Diethylamine,109-89-7,Diethylamide;N-ethylethanamine;N-ethylethanaminium chloride;N-ethylethanaminium bromide;N-ethylethanamine perchlorate (1:1);N-ethylethanamine acetate (1:1);N-ethylethanamine sulfate (1:1);N-ethylethanamine phosphate (1:1);N-ethylethanaminium;Diethyl Amine Anhydrous,https://chemicals.logicwebsites.com/data-sheets/939.pdf
Dimethoxymethane,109-87-5,Methylal;Formaldehyde dimethyl acetal;formaldehyde dime. acetal;Formal;Methylene Dimethyl Ether;Methylene Dimethylate;Metylal,https://chemicals.logicwebsites.com/data-sheets/937.pdf
2-Methoxyethanol,109-86-4,"2ME;Ethylene Glycol Monomethyl Ether;Dowanol Em;EGM;EGME;Ektasolve;Ethylene Glycol Methyl Ether;Ethylene Glycol Mono Methyl Ether;Glycol Ether Em;Glycol Monomethyl Ether;Glycomethyl Ether;Jeffersol Em;MECS;Methoxyethanol, 2-;Methoxyhydroxyethane;Methyl Cellosolve;Methyl 'Cellosolve';Methyl Ethoxol;1-methoxyethanol;ethane-1,2-diol-methoxyethene (1:1);EM",https://chemicals.logicwebsites.com/data-sheets/936.pdf
2-Methoxyethylamine,109-85-3,2-Aminoethyl methyl ether;1-amino-2-methoxyethane;2-methoxyethanamine;2-methoxyethanaminium;2-methoxy-ethanamine;2-Methyoxyethylamine,https://chemicals.logicwebsites.com/data-sheets/935.pdf
2-hydroxyethylhydrazine,109-84-2,,https://chemicals.logicwebsites.com/data-sheets/934.pdf
2-(Methylamino)ethanol,109-83-1,N-Methylethanolamine;2-METHYLAMINOETHANOL;Monomethylamino ethanol;1-aminopropan-2-ol;1-(methylamino)ethanol;2-hydroxy-N-methylethanaminium;MMEA,https://chemicals.logicwebsites.com/data-sheets/933.pdf
Methyleneaminoacetonitrile,109-82-0,Methyleneiminoacetonitrile; Methylene amino acetamide;N-Methylenaminoacetonitrile;Methylene amino acetonitrile;(methylideneamino)acetonitrile;Methylenamino acetonitrile;Methylenaminoacetonitrile,https://chemicals.logicwebsites.com/data-sheets/932.pdf
N-Methylethylenediamine,109-81-9,"2-Methylaminoethylamine;N-methylethane-1,2-diamine;N-methylethane-1,2-diaminium;N-methyl-1,2-Ethanediamine;N1-methylethane-1,2-diamine",https://chemicals.logicwebsites.com/data-sheets/931.pdf
"1,3-dimercaptopropane",109-80-8,"1,3-propanedithiol;dithiotrimethyleneglycol;trimethylene dimercaptan;trimethylenedithioglycol;Propane-1,3-dithiol;1,3-Dithiolpropane;1,3-DITHIOPROPANE",https://chemicals.logicwebsites.com/data-sheets/930.pdf
Butyl Mercaptan,109-79-5,1-butanethiol;1-mercaptobutane;Bear skunk;Butane-1-thiol;Butanethiol;n-Butyl Mercaptan;n-butanethiol;n-Butyl Thioalcohol;tin(2+) dibutane-1-thiolate;sodium butane-1-thiolate,https://chemicals.logicwebsites.com/data-sheets/929.pdf
3-Hydroxypropionitrile,109-78-4,"Ethylene Cyanohydrin, Pract.;Hydracrylonitrile, Pract.;2-Cyanoethanol, Pract.;3-hydroxypropiononitrile;Ethylenecyanohydrin,98%;Hydracrylonitrile;Ethylene cyanohydrin;2-Cyanoethanol~Ethylene cyanohydrin~Hydracrylonitrile;?Lactonitrile;2-cyanoethanol;3-Hydroxypropanenitrile;3-hydroxypropanoic acid, nitrile;beta-cyanoethanol;beta-HPN;beta-hydroxypropionitrile;glycol cyanohydrin;methanolacetonitrile",https://chemicals.logicwebsites.com/data-sheets/928.pdf
Malononitrile,109-77-3,Dicyanomethane;Propanedinitrile;MDN;Malonitrile;Malonodinitrile;N-(4-Fluorobenzoyl)piperidine;Cyanoacetonitrile,https://chemicals.logicwebsites.com/data-sheets/927.pdf
"1,3-Diaminopropane",109-76-2,"1,3-Propanediamine;Trimethylenediamine;1,3-Propane Diamine;propane-1,3-diaminium",https://chemicals.logicwebsites.com/data-sheets/926.pdf
Allyl cyanide,109-75-1,"3-Butenenitrile;Vinylacetonitrile;VinylacetonitriIe;1-Butene-3-nitrile;1-Butene-4-nitrile;1-Propene-3-nitrile;2-Propenylcyanide;3-Butennitril;3-Butenonitrile;3-Butenylnitrile;3-Cyano-1-propene;3-Cyanopropene;Acetonitrile, vinyl-;Allylcyanid;Allylkyanid;Allylnitrile;beta-Butenonitrile;but-3-enenitrile;-Butenonitrile;CH2=CHCH2CN;Propene-3-nitrile;TL 350 tl350;Vinylacetonitril;vinyl-acetonitril;β-Butenonitrile",https://chemicals.logicwebsites.com/data-sheets/925.pdf
n-Butyronitrile,109-74-0,1-Cyanopropane;n-Butanenitrile;Butyronitrile;n-Propyl cyanide;butanenitrile;pentanenitrile,https://chemicals.logicwebsites.com/data-sheets/924.pdf
n-Butylamine,109-73-9,1-Aminobutane;1-Butanamine;aminobutane;Butyl amine;Monobutylamine;mono-n-butylamine;norralamine;tutane;butan-1-amine;butan-1-aminium chloride;butan-1-aminium;MBA;Butylamine,https://chemicals.logicwebsites.com/data-sheets/923.pdf
1-Bromo-3-chloropropane,109-70-6,"Trimethylene chlorobromide;Bromochloropropane,99%;1-Bromo-3-chlorophenane;1-Bromo-3-chloropropane, [Trimethylene bromochloride];Trimethylene bromochloride;1-Bromo-3-Cloropropane;1-Chloro-3-bromopropane;Omega-chlorobromopropane",https://chemicals.logicwebsites.com/data-sheets/921.pdf
1-Chlorobutane,109-69-3,"n-Butyl chloride;1-chlorobutane B&J brand 4 L;1-Butylchlorid;1-Chlorbutan;1-chloro-butan;Butane,1-chloro-;Chlorure de butyle;chloruredebutyle;chloruredebutyle(french);NBC wormer;Chlorobutane;BUTYL CHLORIDE;Butane, chloro-",https://chemicals.logicwebsites.com/data-sheets/920.pdf
2-Pentene,109-68-2,"2-Pentene (cis+trans);2-pentene, mixture of isomers;Pentenecistrans;pent-2-ene;(2E)-pent-2-ene - (2Z)-pent-2-ene (1:1)",https://chemicals.logicwebsites.com/data-sheets/919.pdf
1-Pentene,109-67-1,1-Pentylene;HSDB 1086;Propylethylene;alpha-Amylene;alpha-n-Amylene;pent-1-ene;2-methylbut-2-ene,https://chemicals.logicwebsites.com/data-sheets/918.pdf
1-Bromobutane,109-65-9,"n-Butyl bromide;Bromobutane;BUTYL BROMIDE;1-Brombutan;1-bromo-butan;1-butylbromide;bromo butane;Butane,1-bromo-;N-Bromobutane;(4-bromobutoxy)benzene;Butane, bromo-;n-Butylbromide",https://chemicals.logicwebsites.com/data-sheets/916.pdf
"1,3-Dibromopropane",109-64-8,"Trimethylene bromide;Trimethylene dibromide;1,3-Dibromoproane;dibutyl benzene-1,2-dicarboxylate;1,3-Dibromo propane",https://chemicals.logicwebsites.com/data-sheets/915.pdf
Boron trifluoride diethyl ether,109-63-7,"Boron trifluoride ethyl ether;diethyl ether-boron trifluoride;Boron(III) fluoride ethylether complex;Boronfluoride3;1'-oxybis[ethane]]-trifluoro[(beta-4)-boro;bf3-ethercomplex;Borane, trifluoro-, compd. with 1,1'-oxybis(ethane) (1:1);borane,trifluoro-,cmpdwith1,1'-oxybis(ethane)(1:1);Borane,trifluoro-,compd.with1,1'-oxybis[ethane](1:1);Boron fluoride diethyl etherate;Boron fluoride etherate;Boron fluoride monoetherate;Boron trifluoride etherate;ethoxyethane-trifluoroborane (1:1);Boron Trifluoride Ethyl Ether Complex;Boron trifluoride ether complex;Boron trifluoride diethyl etherate",https://chemicals.logicwebsites.com/data-sheets/914.pdf
Propyl chlorocarbonate,109-61-5,Carbonochloridic acid propyl ester;chloroformic acid propyl ester;NORMAL PROPYL CHLOROFORMATE (NPCF);n-propyl chloroformate;Proply chloroformate;propyl chloroformate; ;propyl carbonochloridate,https://chemicals.logicwebsites.com/data-sheets/913.pdf
n-Propyl acetate,109-60-4,Acetic acid n-propyl ester;N-BUTYLE BROMURE;Propyl Acetate;NPAC,https://chemicals.logicwebsites.com/data-sheets/912.pdf
2-isopropoxyethanol,109-59-1,"Isopropyl glycol;2-(propan-2-yloxy)ethanol;ethane-1,2-diol-2-(propan-2-yloxy)propane (1:1)",https://chemicals.logicwebsites.com/data-sheets/911.pdf
Thiosinamine,109-57-9;185147-29-9,"LABOTEST-BB LT00025093;ALLYLTHIOCARBAMIDE;AMINOSIN;1-ALLYL-2-THIOUREA;RHODALLINE;N-(2-PROPENYL)THIOUREA;PROPENYLTHIOUREA;N-ALLYLTHIOUREA;Allylthiourea, (Thiosinamine);tiosinamine;N-PROPYLE ACETATE;Propenyl sulfourea;Allylthiourea;1-prop-2-en-1-ylthiourea;1-(prop-2-en-1-ylsulfanyl)urea;Allyl thiourea",https://chemicals.logicwebsites.com/data-sheets/910.pdf
2-(Isopropylamino)ethanol,109-56-8,"2-Isopropylaminoethanol;(N-Hydroxyethyl)isopropylamine;2-((1-Methylethyl)amino)ethanol;2-Isopropylamino ethanol;3-04-00-00681 (Beilstein Handbook Reference);AI3-24220;BRN 1633453;Ethanolisopropylamine;IPE;Isopropylaminoethanol;Monoisopropylaminoethanol;N-Isopropylaminoethanol;N-Isopropylethanolamine;NSC 1090;PAE;Ethanol, 2-((1-methylethyl)amino)-;Ethanol, 2-(isopropylamino)-;2-(propan-2-ylamino)ethanol;N-(2-hydroxyethyl)propan-2-aminium chloride;1-(propan-2-ylamino)ethanol",https://chemicals.logicwebsites.com/data-sheets/909.pdf
"N,N-Dimethyl-1,3-propane diamine",109-55-7,"N,N-Dimethyl-1,3-propanediamine;3-aminopropyldimethylamine;3-Dimethylaminopopylamine;N,N-Dimethyl-1,3-propandiamine;3-Dimethylaminopropyl Amine;N,N-dimethylpropane-1,3-diamine;N~2~,N~2~-dimethylpropane-1,2-diamine;N,N-dimethylpropane-1,1-diamine;1,1-dimethyl-2-propylhydrazine;N,N-dimethylpropane-1,3-diaminium;3-Dimethylamino 1-propylamine;DMAPA;3-Dimethylaminopropylamine",https://chemicals.logicwebsites.com/data-sheets/908.pdf
